,Dataset,BRM,BRM_M,BRM_C,BRM_Ch,GMM,ISOF,ocSVM,BRM_MinMax,BRM_M_MinMax,BRM_C_MinMax,BRM_Ch_MinMax,GMM_MinMax,ISOF_MinMax,ocSVM_MinMax,BRM_std,BRM_M_std,BRM_C_std,BRM_Ch_std,GMM_std,ISOF_std,ocSVM_std,BRM_Minmax_std,BRM_M_Minmax_std,BRM_C_Minmax_std,BRM_Ch_Minmax_std,GMM_Minmax_std,ISOF_Minmax_std,ocSVM_Minmax_std
55,page-blocks-1-3_vs_4,0.9456928838951311,0.9606741573033708,0.9531835205992509,0.9344569288389513,0.7940074906367041,0.9101123595505618,0.6367041198501873,0.9456928838951311,0.9588014981273408,0.9569288389513109,0.9363295880149813,0.7940074906367041,0.897003745318352,0.6367041198501873,0.9438202247191011,0.9550561797752809,0.9588014981273408,0.9325842696629214,0.7940074906367041,0.898876404494382,0.6367041198501873,0.9456928838951311,0.9606741573033708,0.9569288389513109,0.9344569288389513,0.7940074906367041,0.898876404494382,0.6367041198501873
56,cleveland-0_vs_4,0.9791666666666666,1.0,0.9479166666666666,0.953125,1.0,0.9895833333333334,0.625,0.9791666666666666,1.0,0.9583333333333334,0.9739583333333334,1.0,0.9791666666666666,0.625,0.9791666666666666,1.0,0.9375,0.9635416666666666,1.0,0.9895833333333334,0.625,0.9791666666666666,0.9895833333333334,0.9583333333333334,0.953125,1.0,0.9895833333333334,0.625
57,vehicle2,0.8143939393939393,0.8493867243867244,0.799963924963925,0.7687590187590188,0.7552308802308803,0.6547619047619048,0.5560966810966811,0.8028499278499278,0.8544372294372294,0.7994227994227994,0.770021645021645,0.7552308802308803,0.6657647907647908,0.5560966810966811,0.80501443001443,0.8466810966810967,0.7976190476190477,0.7693001443001444,0.7552308802308803,0.6060606060606061,0.5560966810966811,0.8044733044733045,0.8547979797979798,0.8005050505050505,0.7676767676767676,0.7552308802308803,0.6338383838383838,0.5560966810966811
58,ecoli-0-1-4-7_vs_2-3-5-6,0.8494623655913979,0.8467741935483871,0.7876344086021505,0.8763440860215054,0.8333333333333334,0.8010752688172043,0.771505376344086,0.8467741935483871,0.8467741935483871,0.7795698924731183,0.8655913978494624,0.8333333333333334,0.8494623655913979,0.771505376344086,0.8440860215053764,0.8467741935483871,0.782258064516129,0.8709677419354839,0.8333333333333334,0.8225806451612903,0.771505376344086,0.8521505376344086,0.8521505376344086,0.7849462365591398,0.8709677419354839,0.8333333333333334,0.8413978494623656,0.771505376344086
59,ecoli4,0.921875,0.87890625,0.73046875,0.9140625,0.91796875,0.8984375,0.90234375,0.9140625,0.89453125,0.7421875,0.91015625,0.91796875,0.84765625,0.90234375,0.92578125,0.8828125,0.76953125,0.921875,0.91796875,0.87109375,0.90234375,0.921875,0.8828125,0.78515625,0.9140625,0.91796875,0.921875,0.90234375
60,pimaImb,0.7622222222222222,0.7440740740740741,0.5687037037037037,0.7590740740740741,0.7418518518518519,0.7529629629629631,0.7568518518518519,0.7631481481481481,0.7527777777777778,0.5742592592592592,0.7561111111111112,0.7418518518518519,0.7537037037037037,0.7568518518518519,0.765,0.7518518518518518,0.5690740740740741,0.7570370370370371,0.7418518518518519,0.752962962962963,0.7568518518518519,0.7601851851851852,0.7511111111111111,0.5768518518518518,0.7548148148148148,0.7418518518518519,0.7555555555555555,0.7568518518518519
61,abalone-21_vs_8,1.0,0.9941520467836257,0.9912280701754386,1.0,0.9941520467836257,0.9473684210526315,0.8742690058479532,0.9941520467836257,0.9941520467836257,0.9912280701754386,1.0,0.9941520467836257,0.9269005847953217,0.8742690058479532,1.0,0.9941520467836257,0.9941520467836257,1.0,0.9941520467836257,0.9590643274853802,0.8742690058479532,0.9941520467836257,0.9941520467836257,0.9941520467836257,1.0,0.9941520467836257,0.9269005847953217,0.8742690058479532
62,shuttle-c2-vs-c4,1.0,1.0,1.0,1.0,1.0,0.9791666666666667,0.8541666666666667,1.0,1.0,1.0,1.0,1.0,0.9583333333333333,0.8541666666666667,1.0,1.0,1.0,1.0,1.0,0.9791666666666667,0.8541666666666667,1.0,1.0,1.0,1.0,1.0,0.9791666666666667,0.8541666666666667
63,yeast1,0.5865204452771962,0.6021712774165106,0.6006282376281273,0.5670671222307947,0.5261765678386421,0.5446379367353686,0.5093684558580404,0.5860795767662295,0.6063044197068225,0.5971012895403945,0.5667364708475697,0.5261765678386421,0.5441970682244021,0.5093684558580404,0.5866857709688086,0.6056982255042433,0.5990851978397443,0.5686101620191778,0.5261765678386421,0.5119585583599692,0.5093684558580404,0.5889452220875124,0.6049818141739226,0.6041000771519894,0.5675079907417613,0.5261765678386421,0.5240824424115507,0.5093684558580404
64,winequality-white-3_vs_7,0.9914772727272727,0.9900568181818181,0.9957386363636364,0.9872159090909091,0.9886363636363636,0.9389204545454546,0.9701704545454546,0.9914772727272727,0.9900568181818181,0.9957386363636364,0.9886363636363636,0.9886363636363636,0.9488636363636364,0.9701704545454546,0.9914772727272727,0.9900568181818181,0.9957386363636364,0.9886363636363636,0.9886363636363636,0.9545454545454546,0.9701704545454546,0.9914772727272727,0.9900568181818181,0.9943181818181819,0.9886363636363636,0.9886363636363636,0.9517045454545454,0.9701704545454546
65,ecoli2,0.7783094098883573,0.8070175438596491,0.8564593301435407,0.7639553429027113,0.7384370015948963,0.6858054226475279,0.708133971291866,0.7926634768740032,0.7894736842105263,0.8580542264752791,0.7400318979266347,0.7384370015948963,0.6874003189792663,0.708133971291866,0.784688995215311,0.8102073365231259,0.8612440191387559,0.7719298245614035,0.7384370015948963,0.682615629984051,0.708133971291866,0.7862838915470494,0.8118022328548644,0.8564593301435407,0.7575757575757576,0.7384370015948963,0.6602870813397129,0.708133971291866
66,yeast4,0.7256834075015893,0.7142403051493961,0.6656071201525747,0.7304513668150032,0.759376986649714,0.7514303877940242,0.7762237762237763,0.7215511760966307,0.7129688493324857,0.6697393515575334,0.7320406865861411,0.759376986649714,0.7301335028607756,0.7762237762237763,0.7275905912269549,0.7142403051493961,0.6776859504132231,0.7320406865861411,0.759376986649714,0.7142403051493962,0.7762237762237763,0.7294977749523204,0.7082008900190718,0.6764144945963129,0.7301335028607756,0.759376986649714,0.7867132867132867,0.7762237762237763
67,yeast5,0.814429012345679,0.7878086419753086,0.6639660493827161,0.8090277777777778,0.785108024691358,0.8719135802469136,0.8680555555555556,0.8020833333333334,0.7951388888888888,0.6682098765432098,0.8217592592592593,0.785108024691358,0.8815586419753086,0.8680555555555556,0.8024691358024691,0.7905092592592593,0.6701388888888888,0.8082561728395061,0.785108024691358,0.9093364197530864,0.8680555555555556,0.8109567901234568,0.7916666666666667,0.6697530864197531,0.8113425925925926,0.785108024691358,0.8935185185185185,0.8680555555555556
68,poker-8_vs_6,0.9443493150684932,0.9674657534246576,0.6678082191780822,0.8771404109589042,0.7226027397260274,0.6506849315068493,0.7328767123287672,0.9460616438356164,0.9657534246575342,0.6575342465753424,0.8771404109589042,0.7226027397260274,0.6053082191780822,0.7328767123287672,0.9452054794520548,0.9674657534246576,0.6601027397260274,0.8779965753424658,0.7226027397260274,0.5881849315068493,0.7328767123287672,0.9511986301369862,0.9683219178082192,0.6660958904109588,0.959332191780822,0.7226027397260274,0.6789383561643836,0.7328767123287672
69,ecoli-0-6-7_vs_5,0.88125,0.9,0.80625,0.86875,0.80625,0.675,0.73125,0.89375,0.89375,0.76875,0.86875,0.80625,0.6937500000000001,0.73125,0.8875,0.89375,0.7875000000000001,0.8625,0.80625,0.85,0.73125,0.8875,0.9,0.76875,0.875,0.80625,0.8625,0.73125
70,glass-0-1-6_vs_2,0.5,0.5071428571428571,0.5071428571428571,0.5142857142857142,0.5571428571428572,0.5714285714285714,0.8999999999999999,0.5,0.5,0.5214285714285715,0.5285714285714286,0.5571428571428572,0.6071428571428572,0.8999999999999999,0.5071428571428571,0.5071428571428571,0.5071428571428571,0.5142857142857142,0.5571428571428572,0.5428571428571429,0.8999999999999999,0.5,0.5142857142857142,0.5071428571428571,0.5428571428571429,0.5571428571428572,0.6499999999999999,0.8999999999999999
71,kr-vs-k-zero_vs_fifteen,1.0,1.0,1.0,0.5,1.0,0.8102386451116244,0.9903772132409546,1.0,1.0,1.0,0.5,1.0,0.7505773672055427,0.9903772132409546,1.0,1.0,1.0,0.5,1.0,0.8556581986143188,0.9903772132409546,1.0,1.0,1.0,0.5,1.0,0.8117782909930716,0.9903772132409546
72,new-thyroid1,0.9444444444444444,0.9206349206349207,0.746031746031746,0.9722222222222222,0.9166666666666666,0.8412698412698413,0.8174603174603174,0.9642857142857143,0.9246031746031746,0.75,0.9682539682539683,0.9166666666666666,0.8214285714285714,0.8174603174603174,0.9523809523809523,0.9365079365079365,0.7579365079365079,0.9722222222222222,0.9166666666666666,0.8492063492063492,0.8174603174603174,0.9523809523809523,0.9325396825396826,0.75,0.9761904761904762,0.9166666666666666,0.8492063492063492,0.8174603174603174
73,glass6,0.9684684684684686,0.972972972972973,0.972972972972973,0.9504504504504505,0.9684684684684686,0.9594594594594595,0.8963963963963963,0.9684684684684686,0.972972972972973,0.972972972972973,0.9504504504504505,0.9684684684684686,0.972972972972973,0.8963963963963963,0.9684684684684686,0.972972972972973,0.9684684684684686,0.9459459459459459,0.9684684684684686,0.963963963963964,0.8963963963963963,0.963963963963964,0.972972972972973,0.9684684684684686,0.9504504504504505,0.9684684684684686,0.9459459459459459,0.8963963963963963
74,page-blocks0,0.9134210143874437,0.8841556459816887,0.9048557622438599,0.9309239209417236,0.9532589739863392,0.9206238192123238,0.7269837232960326,0.9197972678389769,0.891676355180933,0.9064271181514315,0.9340575497747421,0.9532589739863392,0.9201878360703386,0.7269837232960326,0.923793779973841,0.8903774887371022,0.9054189071355907,0.934820520273216,0.9532589739863392,0.9185165673593955,0.7269837232960326,0.9210961342828077,0.8840829821246912,0.9020945356779538,0.9349385990408371,0.9532589739863392,0.9295160587123965,0.7269837232960326
75,yeast-0-2-5-6_vs_3-7-8-9,0.7151933701657459,0.7002762430939227,0.6530386740331493,0.7425414364640884,0.7657458563535912,0.7732044198895027,0.8077348066298342,0.7279005524861879,0.7038674033149172,0.6458563535911602,0.7544198895027625,0.7657458563535912,0.769889502762431,0.8077348066298342,0.7226519337016575,0.7030386740331491,0.6472375690607735,0.7505524861878453,0.7657458563535912,0.7925414364640884,0.8077348066298342,0.7209944751381216,0.7113259668508287,0.6472375690607735,0.7425414364640884,0.7657458563535912,0.8091160220994476,0.8077348066298342
76,yeast-1_vs_7,0.622093023255814,0.6337209302325582,0.6182170542635659,0.6124031007751938,0.6918604651162791,0.686046511627907,0.7189922480620154,0.6143410852713178,0.6375968992248062,0.6027131782945736,0.6104651162790697,0.6918604651162791,0.6627906976744186,0.7189922480620154,0.6182170542635659,0.6375968992248062,0.6027131782945736,0.6124031007751938,0.6918604651162791,0.6763565891472868,0.7189922480620154,0.627906976744186,0.6356589147286822,0.622093023255814,0.6162790697674418,0.6918604651162791,0.6627906976744187,0.7189922480620154
77,glass0,0.6182266009852218,0.5763546798029557,0.6083743842364532,0.6724137931034483,0.6083743842364532,0.6798029556650247,0.6699507389162562,0.6182266009852218,0.5689655172413793,0.6231527093596059,0.6650246305418719,0.6083743842364532,0.6527093596059113,0.6699507389162562,0.6305418719211823,0.5763546798029556,0.6157635467980296,0.6699507389162562,0.6083743842364532,0.6798029556650247,0.6699507389162562,0.6206896551724138,0.5640394088669951,0.6108374384236452,0.6674876847290641,0.6083743842364532,0.6600985221674877,0.6699507389162562
78,ecoli3,0.702576112412178,0.6604215456674474,0.6697892271662763,0.6932084309133489,0.7939110070257611,0.7868852459016393,0.765807962529274,0.6791569086651055,0.6697892271662764,0.6721311475409836,0.6697892271662764,0.7939110070257611,0.8056206088992974,0.765807962529274,0.6697892271662764,0.6721311475409837,0.65807962529274,0.6744730679156908,0.7939110070257611,0.8126463700234192,0.765807962529274,0.6768149882903981,0.6674473067915692,0.6557377049180328,0.6721311475409836,0.7939110070257611,0.7892271662763466,0.765807962529274
79,kr-vs-k-one_vs_fifteen,1.0,1.0,1.0,0.5,1.0,0.9318706697459584,0.9950923787528868,1.0,0.9998556581986143,0.9998556581986143,0.5,1.0,0.9271073903002309,0.9950923787528868,0.9998556581986143,0.9998556581986143,0.9998556581986143,0.5,1.0,0.936633949191686,0.9950923787528868,0.9998556581986143,1.0,0.9998556581986143,0.5,1.0,0.8737009237875288,0.9950923787528868
80,shuttle-2_vs_5,0.9970948012232416,0.9978593272171254,0.9970948012232416,0.9970948012232416,0.9946483180428134,0.987308868501529,0.9584097859327217,0.9970948012232416,0.9978593272171254,0.9967889908256881,0.9970948012232416,0.9946483180428134,0.9807339449541285,0.9584097859327217,0.9970948012232416,0.9978593272171254,0.9970948012232416,0.9970948012232416,0.9946483180428134,0.9833333333333333,0.9584097859327217,0.9970948012232416,0.9978593272171254,0.9970948012232416,0.9970948012232416,0.9946483180428134,0.9834862385321101,0.9584097859327217
81,winequality-red-8_vs_6-7,0.7050898203592815,0.6272455089820359,0.6197604790419162,0.7125748502994012,0.7949101796407185,0.7065868263473054,0.6017964071856288,0.687125748502994,0.6212574850299402,0.6182634730538923,0.7200598802395209,0.7949101796407185,0.7065868263473054,0.6017964071856288,0.6661676646706587,0.6511976047904191,0.6002994011976048,0.7170658682634731,0.7949101796407185,0.6991017964071857,0.6017964071856288,0.6796407185628742,0.625748502994012,0.6332335329341318,0.718562874251497,0.7949101796407185,0.6916167664670658,0.6017964071856288
82,yeast6,0.7305418719211823,0.6798029556650247,0.6064039408866995,0.7463054187192117,0.8064039408866995,0.8339901477832512,0.8571428571428571,0.7295566502463054,0.6738916256157635,0.6142857142857143,0.7443349753694581,0.8064039408866995,0.8325123152709359,0.8571428571428571,0.7334975369458128,0.6660098522167488,0.6078817733990147,0.7610837438423645,0.8064039408866995,0.8566502463054187,0.8571428571428571,0.7310344827586207,0.6842364532019705,0.6054187192118227,0.7566502463054188,0.8064039408866995,0.8236453201970444,0.8571428571428571
83,poker-8-9_vs_6,0.9404109589041095,0.9684931506849315,0.8041095890410959,0.9006849315068494,0.739041095890411,0.6527397260273973,0.5294520547945205,0.9431506849315069,0.9636986301369863,0.7999999999999999,0.9,0.739041095890411,0.6410958904109589,0.5294520547945205,0.9424657534246575,0.963013698630137,0.7965753424657533,0.964041095890411,0.739041095890411,0.5684931506849314,0.5294520547945205,0.9404109589041095,0.9732876712328767,0.8,0.9664383561643836,0.739041095890411,0.5753424657534246,0.5294520547945205
84,kr-vs-k-zero-one_vs_draw,0.916156462585034,0.9671768707482993,0.9620748299319728,0.5,0.9862244897959184,0.7465136054421768,0.8264455782312925,0.9566751700680272,0.9105017006802721,0.935671768707483,0.5,0.9862244897959184,0.702295918367347,0.8264455782312925,0.9660714285714286,0.8670918367346938,0.9410714285714286,0.5,0.9862244897959184,0.8086734693877551,0.8264455782312925,0.9658588435374149,0.9198979591836735,0.9321003401360545,0.5,0.9862244897959184,0.8225340136054422,0.8264455782312925
85,led7digit-0-2-4-5-6-7-8-9_vs_1,0.7407407407407407,0.7430555555555556,0.7530864197530864,0.746141975308642,0.9251543209876543,0.8773148148148148,0.9513888888888888,0.8811728395061729,0.8726851851851851,0.9066358024691358,0.7438271604938271,0.9251543209876543,0.8742283950617284,0.9513888888888888,0.7345679012345678,0.7322530864197531,0.7507716049382716,0.7484567901234568,0.9251543209876543,0.8804012345679012,0.9513888888888888,0.7384259259259259,0.7384259259259259,0.753858024691358,0.7438271604938271,0.9251543209876543,0.8819444444444444,0.9513888888888888
86,glass-0-1-5_vs_2,0.564516129032258,0.5806451612903225,0.5725806451612903,0.5564516129032258,0.5483870967741935,0.5645161290322581,0.7419354838709677,0.5725806451612904,0.5887096774193549,0.5887096774193549,0.5564516129032258,0.5483870967741935,0.5403225806451613,0.7419354838709677,0.564516129032258,0.5725806451612903,0.5887096774193548,0.5564516129032258,0.5483870967741935,0.5564516129032258,0.7419354838709677,0.5725806451612903,0.5806451612903225,0.5887096774193549,0.5483870967741936,0.5483870967741935,0.532258064516129,0.7419354838709677
87,new-thyroid2,0.9880952380952381,0.9880952380952381,0.8809523809523809,0.9841269841269841,0.9920634920634921,0.9722222222222222,0.9404761904761905,0.9880952380952381,0.9880952380952381,0.8809523809523809,0.9841269841269841,0.9920634920634921,0.9642857142857143,0.9404761904761905,0.9880952380952381,0.9801587301587301,0.873015873015873,0.9801587301587301,0.9920634920634921,0.9880952380952381,0.9404761904761905,0.9880952380952381,0.9880952380952381,0.8888888888888888,0.9841269841269841,0.9920634920634921,0.9642857142857143,0.9404761904761905
88,dermatology-6,1.0,1.0,1.0,0.9981617647058824,1.0,0.9522058823529412,0.9632352941176471,1.0,1.0,1.0,0.9981617647058824,1.0,1.0,0.9632352941176471,1.0,1.0,1.0,0.9981617647058824,1.0,0.9852941176470589,0.9632352941176471,1.0,1.0,1.0,0.9981617647058824,1.0,0.974264705882353,0.9632352941176471
89,ecoli-0-6-7_vs_3-5,0.98,0.995,0.91,0.985,0.925,0.9,0.86,0.985,0.995,0.905,0.985,0.925,0.94,0.86,0.985,0.99,0.905,0.985,0.925,0.9099999999999999,0.86,0.985,0.995,0.905,0.985,0.925,0.915,0.86
90,ecoli-0-3-4-6_vs_5,0.9324324324324325,0.9324324324324325,0.9054054054054055,0.9391891891891893,0.9121621621621622,0.918918918918919,0.9054054054054054,0.9527027027027027,0.9256756756756757,0.8986486486486487,0.9324324324324325,0.9121621621621622,0.9121621621621622,0.9054054054054054,0.9324324324324325,0.9121621621621622,0.8986486486486487,0.9391891891891893,0.9121621621621622,0.9189189189189189,0.9054054054054054,0.9391891891891893,0.9121621621621622,0.9054054054054055,0.9391891891891893,0.9121621621621622,0.8918918918918919,0.9054054054054054
91,winequality-white-9_vs_4,0.5151515151515151,0.6363636363636364,0.7878787878787878,0.6363636363636364,0.5454545454545454,0.5151515151515151,0.9393939393939394,0.6363636363636364,0.6363636363636364,0.7575757575757576,0.7575757575757576,0.5454545454545454,0.5757575757575757,0.9393939393939394,0.5757575757575758,0.6666666666666666,0.696969696969697,0.7575757575757576,0.5454545454545454,0.5454545454545454,0.9393939393939394,0.6060606060606061,0.6666666666666666,0.6363636363636364,0.7575757575757576,0.5454545454545454,0.5757575757575757,0.9393939393939394
92,abalone9-18,0.9806763285024155,0.9702093397745571,0.9613526570048309,0.9766505636070854,0.9259259259259259,0.8607085346215781,0.7391304347826086,0.9806763285024155,0.9677938808373591,0.9605475040257648,0.9758454106280193,0.9259259259259259,0.8454106280193237,0.7391304347826086,0.9782608695652174,0.9685990338164251,0.9597423510466988,0.9734299516908212,0.9259259259259259,0.8462157809983897,0.7391304347826086,0.9814814814814815,0.9694041867954911,0.9613526570048309,0.9750402576489533,0.9259259259259259,0.8735909822866345,0.7391304347826086
93,segment0,0.9419957147229875,0.9546985001530456,0.9571854912764004,0.9364095500459136,0.7304101622283441,0.6342209978573614,0.6257652280379553,0.9423018059381696,0.9540480563207836,0.956267217630854,0.9395852464034282,0.7304101622283441,0.5261325374961738,0.6257652280379553,0.9426844199571472,0.9550428527701255,0.9566115702479339,0.9361799816345271,0.7304101622283441,0.5213498622589532,0.6257652280379553,0.9420722375267829,0.9542393633302724,0.9572237526782982,0.9381313131313131,0.7304101622283441,0.5114401591674319,0.6257652280379553
94,winequality-white-3-9_vs_5,0.8068493150684931,0.8212328767123288,0.8027397260273972,0.813013698630137,0.6815068493150684,0.6095890410958904,0.5732876712328767,0.8082191780821918,0.8184931506849316,0.7924657534246575,0.8171232876712329,0.6815068493150684,0.6061643835616438,0.5732876712328767,0.8095890410958904,0.8191780821917808,0.7965753424657533,0.8082191780821918,0.6815068493150684,0.5835616438356164,0.5732876712328767,0.8068493150684931,0.8171232876712329,0.7965753424657535,0.8150684931506849,0.6815068493150684,0.5986301369863014,0.5732876712328767
